,TASK ANALYSIS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NTP / RRL,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL,NTP / RRL,NTP / RRL,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL,NTP / RRL,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL,NTP / RRL / CPM,NTP / RRL,NTP / RRL / CPM,NTP / RRL,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL / CPM,NTP / RRL,NTP / RRL,NTP / RRL,NTP / RRL,NTP / RRL
"DATA Entry MUST follow the CPM JDTA data entry spreadsheet format:
Data separated by a comma is recognized by the database as a continuation of the data statement.
Data separated by a semicolon is recognized as a new/separate data entry in the data field.",Analysis UID,Type,Skill Text,Additional Notes,Proficiency Level,SPL Definition,OCCSTD Task ID,"Career Progression Timing
",Career Progression Timing (etc.),Task is performed during SEA1 (Sea Shore Flow Tour 1),Task Level,Status of Training,Type of Training,Object(s),Condition,Standard,Starting Cues,Ending Cues,Task Source,Knowledge,Skills,Abilities,Tools,Resources,Location,Safety Hazard Severity,What is the Safety Hazard when performing the task?,Criticality of Performance,Why is task critical?,Task Delay Tolerance,Frequency of Performance,Probability of Inadequate Performance Due to Training,Difficulty of Performance,Why is task difficult?,Task Learning Difficulty,Percent Performing ,Percentage of Time Spent on Performance within the Job,Immediacy of Performance,T/NT Recommendation (DIF Model),SME Train/No Train Recommendation,Rationale for SME Train/No Train Recommendation,Stakeholder Train/No Train Decision,Rationale for Stakeholder Train/No Train Decision
"Job Aid

NOTES: 
1. If a JDTA has been provided as validated/current, manually copy and paste the appropriate Columns of data from the provided JDTA into this Excel spreadsheet.  Collect the remaining data.    
2. If no JDTA exists, develop the JDTA using this Excel spreadsheet's drop downs, entering text, etc.","Enter Text
Analysis Unique Identifier (UID)
Preface with Rating 

Example: SW-TA-1.1.1","Select from Drop Down or Manually Copy and Paste from provided JDTA 
JDTA Type
A JOB is made up of duties and tasks. A job can be determined from either a top-down approach or a bottom-up approach where the tasks and duties are analyzed to determine what the job is. A listing of Enlisted Occupational Jobs is contained within Volume I of Navy Personnel (NAVPERS) 18068, which may provide some insight into job selection criteria.
For Aviation - Job
1. Navy Enlisted Classification (NEC).
2. Designator (Naval Officers).
3. Navy Rating and NEC Title (NEC I40A - Aircraft Instrument Intermediate Maintenance Activity Technician).

A DUTY is a major part of a job. It occupies a major part of the work time and occurs often in the work cycle. A cluster of duties constitutes a job. A duty involves a group of closely related tasks. 
For Aviation - Duty
1. Set of closely related tasks within a given job.
2. Requires a minimum of two tasks.
3. Must be performed frequently and occupy a significant amount of time.

A TASK is a major part of a duty. Clusters of tasks make up a duty. It is performed in a relatively short period of time and is observable and measurable. Each task is an independent part of the job; it is also independent of other tasks. Tasks are NOT components of a procedure.

For Aviation – Task
This skill level is the heart of the JDTA, requires in-depth, accurate information, and is directly linked with training content development.
1. Single unit of specific work behavior, with clear beginning and end points.
2. Directly observable and measurable.

A SUB-TASK is major part of a task. A sub-task may be made up of a series of steps performed under the standards and conditions of a task. A sub-task has a logical relationship with a task, duty, job, and occupation. A sub-task may be comprised of one or more steps and fills a portion of the immediate purpose within a task. ","Enter Text or Manually Copy and Paste from provided JDTA 
Skill Text
Verb + Description for Duties, Tasks, Sub Tasks, Steps
What observable action is performed

Example: Power on Link 16
For Aviation – Skill Text
DUTY VERBS: Coordinate; Direct; Maintain; Manage; Operate; Perform; Supervise
MAINTENANCE VERBS: Inspect; Clean; Remove; Install; Load; Assemble; Dissemble; Test; Troubleshoot; Calibrate; Repair; Adjust, Test; Configure; Perform; Operate 
Service*
(*) The use of the verb ""Service"" will be acceptable provided it meets the following: it must state the specific component being serviced and include the ""servicing"" material being used e.g.  Service the Main Landing Gear Strut with Nitrogen""; ""Service Main Gearbox with oil"" etc. 
Operate
NON-MAINTENANCE TASK VERBS: Analyze; Generate; Create; Modify; Compile; Calculate; Compare; Schedule; Document; Monitor; Brief; Assign; Build; Backup; Restore; Validate; Annotate; Release ","Enter Text
Additional Notes
This Column is available to take notes during development and reviews.
IMPORTANT: When entering notes related to a specific field, Prefix the note with the name of the field.","Select from Drop Down or Manually Copy and Paste from provided JDTA 
Proficiency Level
Do not tie to pay grades but to level of knowledge/skill required to perform task 
Note that the Level of Supervision identified by the Skill Proficiency Level (SPL) should be listed as a Condition for that item. 

Drop Down
SPL1 = With supervision/apprentice/imitation
SPL2 = With minimal supervision/journeyman/precision
SPL3 = No supervision/master/naturalization
","Enter Text or Manually Copy and Paste from provided JDTA 
SPL Definition
If further explanation of the Proficiency Level is needed, input comments.

","Enter Text or Manually Copy and Paste from provided JDTA 
OCCSTD Task ID
Example: ARC WELDING AND CUTTING: Conduct hard facing operations, Core task type
","Select from Drop Down or Manually Copy and Paste from provided JDTA 
Career Progression Timing 
Is this task expected to be performed during the first 12 months of the first assignment? 

Drop Down
Yes
No
","Select from Drop Down or Manually Copy and Paste from provided JDTA 
Career Progression Timing (etc.)
If Column J is no, which Year/Quarter is the task expected to be performed? 

Drop Down
Y2Q1
Y2Q2
Y2Q3
Y2Q4
Y3Q1
Y3Q2
Y3Q3
Y3Q4
Y4Q1
Y4Q2
Y4Q3
Y4Q4
Y5Q1
Y5Q2
Y5Q3
Y5Q4
Y6Q1
Y6Q2
Y6Q3
Y6Q4","Select from Drop Down or Manually Copy and Paste from provided JDTA 
When the Task is to be performed during SEA1 Is (Sea Shore Flow Tour 1) this task expected to be performed during the first sea tour?

Drop Down
Yes
No","Select from Drop Down or Manually Copy and Paste from provided JDTA 
Task Level
If Multiple apply choose the one where it is performed the majority or if equal you can select 4 - N/A. If you use 4 - N/A ensure that the JDTA Program Manager is aware of this selection.

Drop Down
1. Organizational -– Refers to active duty Navy personnel onboard ship who normally performs the tasks.
2. Intermediate – Refers to active duty Navy personnel not onboard ship who normally perform the tasks (e.g., Ships Intermediate Maintenance Activity (SIMA) personnel).
3. Depot – Refers to non-active-duty Navy personnel who normally perform the tasks (e.g., contractor or shipyard personnel).
4. N/A
","Select from Drop Down or Manually Copy and Paste from provided JDTA 
Status of Training
Does the current training fully address the task?
Drop Down
1. Currently Being Trained – refers to a task that is currently being taught.
2. Not Being Trained – refers to a task that is not currently being taught.
3. Not Fully Supported through Current Training – refers to a task that is being taught, but does not support the training to its full intent, and training will need to be modified to satisfy the requirement.
","Select from Drop Down or Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
Type of Training
This field is the Fleet SME’s RECOMMENDATION as to type of training desired.  It may NOT reflect the actual training being provided.
For United States Marine Corps (USMC) Training and Readiness (T&R), currently use ""other"" if desired.  Do NOT enter T&R as the database will not accept it as a valid entry.  A request has been submitted to add T&R as an option choice.  
Multiple entries separated by a semi-colon.

Drop Down
Formal – provided training in a classroom setting or lab environment.
Personal Qualifications System (PQS) – a qualification system for officers and enlisted personnel where certification of a minimum level of competency is required prior to qualifying to perform specific duties.
Job Qualification Requirement (JQR) – a qualification system for job specific requirements that requires signatures where certification of a minimum level of competency is required prior to qualifying to perform a specific job.
Recruit Training Management (RTM) – an automated information system specifically designed to encompass the unique functionality required to manage Navy recruits.
On-the-Job Training (OJT) – provided hands-on training on a given job.
Other – online, correspondence, and/or Navy Knowledge Online(NKO) courses.

","Select from Drop Down or Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
Object(s)
There are eight categories that can be entered in this column, and multiple entries for the same categories. Multiple entries separated by a semi-colon.
Example: ""Platform: P-8A; System: Voice Recorder System; Environment: Ashore”

Drop Down
Platform (Mandatory for all maintenance tasks)
Environment Ashore and/or Afloat (as applicable)
System (Mandatory for non-maintenance tasks, e.g., Air Traffic Control (AC) or Aerographer's Mates (AG)
Subsystem (as applicable)
Component (as applicable)
Tool (as applicable) 
Non-equipment (optional)
","Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
CONDITION 
Statement sets the stage for performing the task and also supports analyzing the task. Conditions refer to the job conditions that significantly influence job performance. Those significant on-the-job conditions provide the basis for determining the necessary training conditions.
A Condition is the situation under which the individual is expected to demonstrate the behavior. 
Type and amount of supervision and assistance normally available during task performance (With supervision, With minimal supervision, or No supervision) tied to SPL.
Circumstances or environment in which the task is to be performed (ex: during normal operations, while underway, at night in total darkness, given the applicable technical manual, or while wearing Personal Protective Equipment (PPE))

Task Conditions examples:
• Given the technical manual...
• Using a calculator and worksheet...
• Using a multimeter and schematic diagram...
• Without reference...
• Under conditions of total darkness…
• With supervision; Given applicable tools; Observing all pertinent safety precautions; while wearing the appropriate Personal Protective Equipment (PPE)
","Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
STANDARD
Standard states the performance criteria for the task. Task standards describe the minimum acceptable level of task performance to include accuracy, speed, quantity, and quality that will ensure successful accomplishment of the task.
Standards should be objective, observable, and measurable, and should relate to the task under study.
A Task Standard states the performance criteria for the task. Task standards describe the minimum acceptable level of task performance to include accuracy, speed, quantity, and quality that will ensure successful accomplishment of the task. Standards should be objective, observable, and measurable, and should relate to the task under study (Time, Rate, Speed, Quality, Quantity, % accuracy).
NOTE: The standard is located in the Task Source. However, since it is subject to frequent changes, Center for Naval Aviation Technical Training (CNATT) has determined not to list the actual standard, but to utilize a generic statement. Aviation - Task standards are located in the Task Source.  Since the Task Source is subject to frequent changes, CNATT does not list the actual standard but utilizes a generic statement:  “IAW applicable technical manuals and publications”

Standards examples:
• Completeness - will comply with local instructions
• Accuracy requirement - compute the exact hours of training
• Time constraints – within 10 minutes
• Performance rates - at a minimum of twice a day
• Qualitative requirements - to flow smoothly
• IAW applicable technical manuals and publications
","Enter Text
Starting Cues
What is the action or event that creates the necessity for the task to be performed? 

Examples:
Upon entering 100 miles to shore...
Upon loss of power...
When directed...
Completion of flight quarters...
After maintenance availability...
Prior to pulling into port...","Enter Text
Ending Cues
What is the action or event that notifies the performer that the task has ended?  

Examples:
After connectivity has been confirmed...
After QA inspection...
Once lines are secure...
When directed...
After flames are extinguished…","Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
Task Source
List the authoritative publication/document that defines the requirement for the task. Use full publication nomenclature and title. The  Naval Aviation Maintenance Program (NAMP) should not be the source for maintenance actions. User prepopulates Government Furnished Information (GFI) source of task. 

Examples 
• Applicable, technical manuals, publications, and references; Command Policies, Local Instructions; NAVSEA OP-5 Vol. 1, Ammunition and Explosives Safety Ashore
• NAVAIR A1-P8AAA-MAB-000, P-8A Interactive Electronic Technical Manual (IETM)
","Select from Drop Down or Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
Knowledge 
Knowledge is the principles and facts needed to perform a task or function.
Knowledge items should be as generic as possible (e.g., Administration and Management, Computers and Electronics, Mechanical, etc.).  Specificity will occur during curriculum development.
Information required for the student to develop the skills and attitudes for the effective accomplishment of a job, duty, task, and subtask.  Knowledge corresponds to the “cognitive domain” of learning. 
Data SHALL be separated by a semicolon.

Example: Aircraft layout; signal flow; system fundamentals; system interface; location; system responses; system failure notifications 

Drop Down
See Dropdown for items

","Select from Drop Down or Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
Skills 
Skills are the proficiencies developed through training or experience required to perform a task or function.  A skill is something that is learned.
Occupational Standards (OCCSTD) provides two different “Skills” for each Task. Skills identified in the OCCSTDs at a minimum should be used in this column; add additional Skills as applicable.
The ability to perform an activity that contributes to the effective performance of a task.  Skills also describe behaviors associated with the “psychomotor and cognitive domains” of learning.
• Developed capabilities that facilitate learning or the more rapid acquisition of knowledge.
• Must be pertinent to the task being performed.
• Should be based on OCCSTDs.
• May include additional skills as required.

Example: Problem solving; oral communication; deductive reasoning; MS office suite; dexterity; visual acuity; brevity; error avoidance; recall; pronunciation; averages; conversion; measuring; subtraction; public speaking 

Drop Down
See Dropdown for items
","Select from Drop Down or Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
Abilities 
Abilities are innate to the individual needed to perform a task or function. The natural tendency to perform tasks successfully or well.
Occupational Standards (OCCSTD) provides two different “Abilities” for each Task. Skills identified in the OCCSTDs at a minimum should be used in this column; add additional Abilities as applicable.
• Individual attributes that influence performance (i.e., cognitive, physical, psychomotor, and sensory)
• Must be pertinent to the task being performed
• Should be based on OCCSTDs
• May include additional abilities as required

Example: Flexibility; communications; teamwork; weight lifting requirement; height; weight; second language; vision; hearing; color blindness; security clearance; swim test; pushups; situps; run; pullups 

Drop Down
See Dropdown for items

","Select from Drop Down or Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
Tools
List only tools specifically used in performance of the Task; this could include items like computer software.
Use “Common Hand Tools” instead of each tool (i.e. screwdriver, wrench, hammer, etc.).
Use “None Required”, when no tools are listed.
Tools, software, equipment, PPE, etc. required to perform task.

Example: gloves; hearing protection; helmet; wrench; multimeter; safety line; life vest; steel toe boots; crane; dolly; air compressor

Drop Down
See Dropdown for items
","Select from Drop Down or Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
Resources
List those items that provide information required to perform the Task/Subtask.  Normally, at a minimum, the Task Source data would be listed here.
Information sources that can include technical manuals, publications, checklists, job aids, etc. in addition to Standard.
The informational source or reference material used to locate or house information about processes (i.e., manuals, publications, reports, forms, blueprints, plans, etc.).
Are used to locate information required to know how to perform the task.
When associated with a specific platform, resources shall correlate to the specific Type, Model, and/or Series (T/M/S).
Applicable technical manuals, publications, and documents.
Publications should start with Instruction/Order number followed by its title, e.g., NAVAIR 00-B0T-114, NATOPS Air Traffic Control Manual.
Use (Series) for all manual/publication-type directives with alphabetic suffixes, e.g., COMNAVAIRFORINST 4790.2 (Series), Naval Aviation Maintenance Program.

Examples: 
• SOPs; job aids; technical manuals; MRCs; IETMs; CSOSS; EOSS; Air Diving Chart 
• DMC-GAASIB0-00-71-11-02-00AAA-720A-A, LOWER ENGINE COWL - INSTALL PROCEDURE

Drop Down
See Dropdown for items

","Select from Drop Down or Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
Location 
Where task is performed.

Drop Down
Afloat
Ashore
Aircraft
CATCC
Galley
CIC
Flight Deck
Squadron Office
","Select from Drop Down or Manually Copy and Paste from provided JDTA
Safety Hazard Severity 
A qualitative measure of the potential consequences resulting from item failure. A qualitative measure of the potential consequences resulting from failure to observe proper safety procedures. Severity classification categories are defined as follows:

Drop Down
1. Minor. A failure not serious enough to cause injury, property damage, or system damage but will result in unscheduled maintenance or repair.
2. Marginal. A failure that may cause minor injury, minor property damage, or minor system damage will result in delay or loss of availability or mission degradation.
3. Critical. A failure that may cause severe injury, major property damage, or major system damage will result in mission loss.
4. Catastrophic. A failure that may cause death or system loss (e.g., aircraft, tank, missile, ship, etc.). 
","Enter Text; Use semicolons to separate multiple entries or Manually Copy and Paste from provided JDTA
What is the Safety Hazard when performing the task?
 
Examples:
Arms, Ammunition, and Explosives (AA&E)
Burn/Heat Hazard (includes sun exposure)
Chemical Hazard (e.g., Lithium or Battery Acid)
Crush Hazard
Damage to Ship or Equipment
Death or Serious Injury
Dehydration
Electrical Hazard
HAZMAT
HAZMAT (Oleoresin Capsicum [OC])
HAZMAT (Hearing/Eye Protection)
HAZMAT (Cleaner Lubricant and Preservative [CLP])
High Pressure (HP) Air
Live Ammunition (Presence of…, Live Fire Weapons)
Negligent Discharge
Range Safety
Stress
Universal Gun Safety Rules
Vision/Eye Hazard (e.g., range finding laser)
Weapons Handling","Select from Drop Down or Manually Copy and Paste from provided JDTA
